"caseId","Residence Own house/aprt","Disabled or Ill","Highest education completed","Present work situation","Current job prestige scores","Current occupation satisfaction","Present income satisfaction","Respodent identity importance","Respodent detention/jail/prison","Country feels like home","Respondent health","Has Children","Average English Skill","MariageStatus","successIndex","desired.job.prestige.score-1991","GPA","Parent.SES.index-1991","English.Knowledge-1991","Private.school-1991","Houshold.guardians-1991","number.household.members-1991","Sex","Respondent.US.stay.length-1991","Respondent job preference-1991","felt discriminated-1991","Depression-1991","Self-esteem-1991","education expectation-1991","Hours/day on HW-1991","Good grades importance-1991","Reason Dad came to US","Reason Mom came to US","Present living situation-1995","number people living w/respondent-1995","Economic situation/3 year ago-1995","Parent divorced/separated past year-1995","Parent re/married past year-1995","Parent lost job/past year-1995","Respondent ill/disabled past year-1995","Parent died past year-1995","Respondent sex-1995","Respodent US Citizenship-1995","Respondent job classification-1995","Don't feel save at school-1995","attainable education level-1995","Paren education preference-1995","Respondent hour studying-1995","Good grade importance-1995","English Knowledge-1995","Depression-1995","Self-esteem-1995","Familism index-1995","Family cohesion-1995","GPA-1995","Dropped out by 1995","Percent daily school attendance-1995","Private school-1995"
1844,0,1,3,8,58,4,5,3,1,1,4,1,4,1,30.38,78,2.42,0.26,4,0,1,4,1,1,10,1,1.25,3.7,4,1,1,9,3,1,4,4,2,2,1,2,2,1,1,5,3,4,5,1,1,4,1,3.7,2.33,4,2.45,0,94.8,0
1845,0,1,6,8,31,3,2,3,1,1,4,0,3,0,17.941,51,3.9,0.64,3,0,1,6,2,4,7,2,1,2.8,4,4,1,3,3,1,6,3,2,2,1,2,2,2,2,10,3,4,4,3,1,4,1.25,3.3,1.67,4,4.4,0,96,0
1846,0,1,6,8,50,3,4,3,1,1,4,0,4,0,27.036,78,4,0.31,4,0,1,5,2,2,6,1,1.25,3.5,4,5,2,9,3,1,5,2,2,2,1,1,2,2,2,10,4,5,5,4,2,4,1.75,3.6,1.67,3.67,4.22,0,94.8,0
1847,0,1,5,7,42,4,3,3,1,1,4,0,4,0,23.078,72,3.45,0.08,3.75,0,1,6,1,3,7,1,1.75,2.9,5,4,1,9,1,1,7,2,2,2,2,2,2,1,1,10,3,4,5,6,1,4,2.25,3,1,4.33,3.86,0,96,0
1854,0,1,3,8,42,4,3,2,1,1,2,1,4,1,22.741,54,1.82,0.98,4,0,5,5,2,1,5,1,2.5,1.9,5,4,2,1,9,8,3,2,1,1,2,1,2,2,1,5,4,3,4,4,2,4,1.5,3,1.33,3,1.82,1,94.1,0
1858,0,1,6,8,62,4,3,3,1,1,5,0,3.5,0,32.476,70,3.5,0.33,4,0,4,4,1,4,7,1,1.75,3.4,5,2,1,1,1,1,3,2,2,2,2,2,2,1,2,7,2,5,5,4,1,4,1.25,3.7,1.33,5,2.67,0,94.8,0
1859,0,1,3,8,34,5,2,3,1,1,3,0,4,0,19.055,52,1.9,0.52,3.75,0,1,5,1,4,14,2,1,3.7,4,2,1,1,1,1,5,2,2,2,2,2,2,1,2,5,2,4,5,2,2,3,1,3.9,2.33,4,2.56,0,94.8,0
1861,0,1,6,7,42,3,3,2,1,1,5,0,4,0,23.178,62,3.6,0.97,4,0,1,4,2,1,6,1,2,3.6,5,2,1,9,3,1,3,1,2,2,2,2,2,2,1,6,3,4,5,4,1,4,1,3.3,1.33,3,3.3,0,94.8,0
1863,0,1,5,7,37,3,2,2,1,1,5,0,4,0,20.597,78,2.08,0.7,4,0,1,6,2,1,10,1,2,3.5,5,4,1,9,3,1,6,2,2,2,2,2,2,2,1,10,4,5,5,5,1,4,3.5,2.6,2.67,3,2.17,0,96,0
1866,0,1,5,8,38,4,5,3,1,1,5,0,4,0,21.537,78,2.7,0.15,4,0,1,5,1,1,10,2,1.5,3.8,4,3,1,9,3,1,5,3,2,2,2,2,2,1,1,10,4,5,5,4,1,3.75,1.75,3.3,1,3,3.15,0,96,0
1868,0,1,6,8,49,3,3,3,1,1,4,0,4,0,26.489,62,4,0.72,4,0,1,7,2,2,8,2,2,2.9,5,4,1,9,3,1,5,2,2,2,2,2,2,2,1,10,4,5,5,4,1,4,1.25,3.2,1.33,4.33,3.6,0,96,0
1875,0,0,7,7,42,4,4,2,1,1,4,0,4,0,23.478,78,4,0.93,4,0,1,7,2,1,10,1,3.5,2.1,5,6,1,9,3,1,7,2,2,2,2,2,2,2,1,10,3,5,5,6,1,4,3.25,2.1,1.33,3.33,4.17,0,96,0
1879,0,1,2,8,38,3,3,3,1,1,4,0,4,0,20.648,78,2.9,0.44,2.25,0,1,8,1,4,10,1,2.25,3.1,4,2,1,1,1,1,4,1,2,2,2,2,2,1,2,2,4,4,4,5,1,3,1.75,3,3.67,4,2.36,0,96,0
1883,0,1,2,8,39,4,4,3,1,1,5,0,4,0,21.314,67,2.7,-0.05,3,0,1,5,1,4,5,2,1.5,3.1,4,2,1,1,1,1,6,2,2,2,2,2,2,1,1,3,3,2,4,3,1,3.75,1.25,2.7,2.67,4.33,1.45,0,96,0
1887,0,1,5,8,39,5,5,3,1,1,2,1,4,1,22.069,70,2.9,-0.21,4,0,1,5,1,2,10,1,1.75,2.4,5,3,1,9,3,1,4,2,2,2,2,2,2,1,1,5,3,5,5,5,1,4,1,4,2.67,4,2,0,94.8,0
1893,0,1,5,7,49,3,2,1,1,1,5,0,3.75,0,26.0065,66,2.92,0.62,3.75,0,1,4,1,1,12,1,1,3.4,4,2,1,9,3,1,5,2,2,2,2,2,2,1,1,10,3,4,5,2,1,4,1.75,2.6,1.67,1,1.3,0,94.8,0
1896,0,0,5,8,38,5,4,3,1,1,3,0,4,0,21.428,54,2.6,0.85,4,0,1,4,2,1,5,2,1.75,3.3,5,3,1,9,3,1,3,1,2,2,2,2,2,2,1,5,4,4,5,3,1,4,1.5,3.2,1.67,5,2.58,0,94.8,0
1897,0,1,5,8,20,5,3,3,1,1,4,0,4,0,13.148,66,2.8,0.5,3.75,0,1,4,2,1,7,1,2,3.1,4,3,1,1,1,1,4,3,2,2,2,2,2,2,1,7,4,4,4,4,2,3.75,3.25,2.2,1.33,2,3,0,94.7,0
1899,0,1,3,8,48,4,3,2,1,1,5,0,4,0,25.506,53,2.3,0.42,4,0,1,4,2,2,2,1,3.25,2.6,3,3,1,9,9,1,4,2,2,2,1,1,2,2,1,4,2,3,5,2,3,4,2.25,2.5,3,2.33,2.05,0,94.8,0
1901,0,1,5,8,39,3,3,3,1,1,3,0,4,1,21.713,65,2.1,0.65,4,0,3,7,1,3,7,1,2.5,3.5,5,6,1,9,3,5,3,2,1,2,2,2,2,1,1,7,3,4,4,2,2,4,3,2.8,2.67,4,1.67,0,94.8,0
1903,0,1,6,8,56,4,2,2,1,1,3,0,4,0,29.614,60,3.75,-0.24,3.75,0,1,12,2,4,6,2,1,3.4,4,4,1,3,3,1,2,2,2,2,2,2,2,2,1,8,3,5,5,2,1,4,1.25,3.9,1,4.67,3.67,0,92.1,0
1905,0,1,6,8,42,5,4,2,1,1,5,0,4,1,23.565,71,3.7,0.39,4,0,1,8,2,1,9,1,2.5,2.9,5,3,1,9,3,1,4,3,2,2,2,2,2,2,1,9,3,5,5,4,1,4,2.5,3.2,3,4.67,3.6,0,94.7,0
1908,0,1,5,8,34,3,2,3,1,1,4,1,4,0,19.365,37,3,-0.46,4,0,5,1,1,3,12,1,1.75,3.5,4,1,2,4,4,5,1,3,2,2,2,1,2,1,2,7,3,4,5,4,1,4,1,3.6,2.33,4.33,2.91,0,93.3,0
1910,0,1,4,8,62,4,4,2,1,1,4,0,4,0,32.183,51,2,0.63,4,0,1,3,2,2,4,2,1,3.1,5,1,2,9,3,1,3,3,2,2,2,2,2,2,1,5,4,5,4,1,1,4,1.25,3.3,1.33,4.33,3.5,0,94.8,0
1913,0,1,5,8,31,4,4,2,1,1,4,0,4,0,18.152,54,2.4,-0.33,4,0,4,2,2,3,5,2,1.25,3.4,5,5,1,1,1,4,2,2,2,2,1,2,2,2,2,5,3,4,4,2,2,4,1,3.2,2.67,2.67,2.5,0,94.8,0
1917,0,1,6,8,42,3,4,3,1,1,4,0,4,0,23.364,54,3.4,0.36,4,0,1,4,2,2,5,2,1.25,3.2,4,2,1,9,9,1,3,3,2,2,2,2,2,2,1,6,2,5,5,3,2,4,2.75,3.2,2,4.33,3.8,0,94.8,0
1920,0,1,1,8,42,4,4,3,1,1,3,0,4,0,22.423,54,4,-0.86,3.25,0,1,6,2,4,5,1,1.25,3,5,5,1,4,4,1,9,1,2,2,2,2,2,2,2,10,3,4,5,6,1,3.5,2.75,3,1.33,4,2.83,0,94.8,0
1922,0,1,7,7,44,5,4,3,1,1,4,0,4,0,24.564,65,2.6,0.37,4,0,1,4,2,2,12,2,3.25,2.5,4,2,1,1,1,1,4,1,2,2,2,2,2,2,2,5,2,5,5,4,1,4,3.25,2.3,1.67,3.67,2.67,0,94.8,0
1924,0,1,3,8,53,3,2,2,1,1,5,0,4,0,27.629,56,3.3,0.73,4,0,1,5,1,1,7,1,1.25,3.7,4,2,1,9,3,1,5,1,2,2,2,2,2,1,1,5,1,5,5,3,1,4,1.25,3.7,1.67,4.67,2.82,0,94.8,0
1925,0,1,6,8,50,4,1,3,1,1,5,0,3.5,1,26.839,78,4,0.09,4,0,1,6,2,3,10,2,1,3.5,5,6,1,1,1,1,6,2,2,2,2,2,2,2,2,10,4,5,5,6,1,4,1.75,3.1,1.33,4,3.6,0,94.8,0
1927,0,1,4,8,51,3,3,3,1,1,4,0,3.5,0,26.912,55,3.5,-0.54,3.75,0,1,5,1,4,7,1,1.5,3,5,4,2,1,1,1,5,2,2,2,1,2,2,1,2,7,3,3,5,5,1,4,1,2.9,2.33,3.67,3.2,0,96,0
1930,0,1,3,8,34,3,2,3,1,1,4,0,4,1,18.969,40,2.7,0.37,4,0,1,6,1,3,14,1,1.75,2.7,4,3,1,9,3,4,3,4,2,2,2,2,1,1,1,7,2,4,5,4,1,4,1.75,3,2.33,3.33,1.45,0,94.8,0
1931,0,1,3,8,34,4,3,3,1,1,4,0,4,0,19.094,66,2.5,-0.05,4,0,1,5,1,2,4,1,1.75,3.7,4,2,1,9,3,1,5,3,2,2,1,2,2,1,1,14,4,4,4,2,1,4,1.5,4,1.67,3.67,2.69,0,94.7,0
1933,0,1,5,8,53,5,3,2,1,1,3,0,3.5,0,28.112,78,2.6,1.23,4,0,1,5,2,1,10,2,1,3.8,4,3,1,9,3,1,4,3,2,2,2,2,2,2,1,1,4,4,4,2,2,4,1.75,2.6,2.33,3.67,2.08,0,94.8,0
1935,0,1,3,8,39,4,2,2,0,1,5,1,4,1,20.922,66,2.3,-0.33,4,0,3,3,1,3,7,1,2.25,3.9,4,1,1,1,1,5,1,4,2,2,2,2,2,1,1,4,3,4,4,2,2,4,2.5,3.5,2.33,3,1.5,0,94.8,0
1937,0,1,6,7,34,3,2,3,1,1,5,0,4,0,19.467,71,2.83,0.45,4,0,1,7,1,2,9,1,1,4,5,4,1,5,5,1,7,1,2,2,2,2,2,1,1,9,3,5,5,2,1,4,1,3.9,2.33,3,2.17,0,94.8,0
1944,0,1,4,7,35,4,4,2,1,1,5,1,4,1,19.835,71,3.8,0.24,4,0,1,4,2,2,9,1,1.5,3.4,4,1,1,9,3,1,5,3,2,2,1,2,2,2,1,5,4,4,4,3,1,4,2.25,3.5,1.67,3,2.5,1,94.8,0
1953,0,1,6,8,69,4,3,2,1,1,4,0,4,0,35.704,78,3.92,0.47,4,0,1,4,2,2,10,2,1.5,3.2,5,6,1,9,3,1,3,2,2,2,2,2,2,2,1,7,4,5,4,3,1,4,1.25,3.4,2.67,2.67,3.75,0,94.8,0
1954,1,1,3,8,33,4,4,3,1,1,4,0,4,0,18.764,78,2.3,-0.32,4,0,1,4,2,3,10,1,2.75,2.8,3,2,1,3,1,1,3,2,2,2,2,2,2,2,1,10,3,3,4,3,1,3.75,1.75,4,3.33,5,2.29,0,93.3,0
1961,1,1,5,7,46,4,3,3,1,1,4,0,4,0,24.955,71,3.9,1.13,4,0,1,4,1,3,9,2,1.25,4,5,3,1,9,3,1,7,2,2,2,2,2,2,1,1,7,4,5,5,3,1,4,1,3.8,2.33,4.33,4.38,0,94.8,0
1968,0,1,3,8,40,5,4,1,1,1,5,0,4,1,22.004,71,2,1.35,4,0,3,3,1,1,9,1,1,3.4,3,2,1,1,1,1,5,1,2,2,2,2,2,1,1,8,1,4,5,1,2,4,1.25,3.9,1,2.33,2,0,91.6,0
1970,0,1,6,8,42,4,3,2,1,1,5,0,4,0,23.346,60,2.92,-0.16,4,0,1,3,1,1,6,1,1.5,3.3,4,2,1,2,2,1,3,3,2,2,2,2,2,1,1,7,4,5,5,5,2,4,1.25,3,1.33,3.67,2.92,0,92.5,0
1978,1,1,6,3,78,2,2,3,1,1,5,1,3.75,1,39.3285,71,4.17,0.51,4,0,1,3,2,2,9,1,1.25,3.1,5,6,1,2,2,1,0,3,2,2,2,2,2,2,2,10,4,5,4,6,1,3,1,2.8,1,5,3.75,0,91.3,0
1979,1,1,4,8,34,1,3,1,1,1,4,0,4,0,18.983,40,3,0.17,4,0,1,4,2,3,14,1,1.75,3.4,2,1,2,6,6,1,5,2,2,2,2,2,2,2,2,11,4,5,5,2,1,4,2,4,1.67,4.67,2.5,0,91.3,0
1984,0,1,3,8,37,5,4,3,1,1,5,0,4,0,20.678,62,2.3,-0.17,3.75,0,1,5,2,1,8,1,1,3.5,5,2,1,1,3,1,5,2,2,2,2,2,2,2,1,8,4,5,5,6,1,4,1,3.9,1,5,2.83,0,95.3,0
1987,0,1,4,7,23,4,4,3,1,1,5,0,4,0,14.282,57,1.92,1.88,4,0,1,3,2,2,13,2,1.25,3.7,5,3,1,2,2,1,3,3,1,2,2,2,2,2,1,11,3,5,5,2,1,4,1.75,3.6,2,3,2.36,0,92.8,0
1991,0,1,5,8,40,5,4,2,1,1,4,0,3,1,22.216,71,2.33,-0.49,4,0,1,5,2,2,9,2,2.75,2.8,4,1,2,2,2,1,6,2,2,2,2,2,2,2,2,8,3,4,5,2,1,4,1.75,3,2,4,2.76,0,91.3,0
2004,0,1,3,8,50,4,4,3,1,1,5,0,4,0,26.561,47,2.57,-1.66,4,0,3,2,1,2,11,2,1.25,3.4,4,1,1,2,2,3,2,1,2,2,2,2,2,1,2,7,4,4,4,1,1,4,1.75,2.9,2.33,1.67,2.57,0,92.7,0
2005,0,1,6,8,42,5,4,3,1,1,5,0,4,1,23.614,56,2.83,-0.31,3,0,5,2,2,2,6,2,1.25,3,4,5,1,1,1,5,2,3,2,2,2,2,2,2,2,5,4,4,5,2,2,3.5,1.5,3.4,2,4,2.83,0,92.9,0
2033,0,1,5,7,34,5,5,3,1,1,5,0,4,0,19.701,66,2.67,0.7,4,0,1,5,2,1,5,1,1.25,3.7,4,2,2,1,4,1,6,3,2,2,2,2,2,2,1,5,3,4,4,2,2,4,1.25,4,1.67,4.67,2.57,0,91.3,0
2040,0,1,6,8,78,1,1,3,1,1,5,0,4,0,39.491,62,2.33,-0.29,4,0,1,2,2,2,8,2,1.75,2.9,5,3,1,6,1,1,2,2,2,2,1,2,2,2,2,8,2,5,5,4,1,4,1,4,1.33,4.67,3.19,0,91.3,0
2042,0,1,1,8,38,5,4,3,1,1,5,0,4,0,20.741,62,1.75,-0.32,4,0,1,3,2,3,8,1,2.25,3.1,4,1,1,1,1,1,3,2,2,2,1,2,2,2,2,9,1,4,5,1,1,4,2.5,3,1.67,4.67,1.49,0,92.9,0
2048,0,1,5,7,42,4,3,2,1,1,5,0,3.75,0,23.0145,60,2.92,1.64,3.25,0,1,4,1,1,6,2,1.25,2.67,4,5,1,2,2,1,5,2,2,2,2,2,2,1,1,5,4,4,5,2,1,3.25,3,2.6,1.67,2.67,2.5,0,92.8,0
2051,0,1,4,8,42,5,4,3,1,1,5,0,4,0,23.171,64,1.83,0.31,4,0,3,2,1,1,4,2,1,3.4,4,2,1,3,3,3,2,1,1,1,1,2,2,1,1,8,4,5,5,6,1,4,1.5,3.8,1.33,2.67,1.83,0,92.5,0
2056,0,1,5,8,53,4,3,2,1,1,4,0,4,0,28.162,78,3.17,-0.2,3.5,0,5,1,2,1,10,2,1.25,3.7,4,4,1,2,2,5,2,3,2,2,2,2,2,2,1,10,4,5,5,3,1,4,1,3.8,1.33,4.33,3.17,0,92.5,0
2058,0,1,5,8,32,1,1,3,1,1,5,0,4,0,18.179,66,2.67,-0.16,4,0,1,3,2,3,12,1,1.5,3.4,4,4,1,3,3,1,3,1,2,2,2,2,2,2,2,6,3,4,4,6,1,4,1.5,3.6,2.67,5,2.57,0,92.8,0
2070,0,1,2,8,53,2,2,3,1,1,5,0,4,0,27.396,71,3.17,-0.67,4,0,1,3,2,3,9,2,1.75,3.7,5,5,1,6,6,1,4,2,2,2,2,2,2,2,2,8,4,5,5,2,1,3,2.25,3.9,2,3.67,2.02,0,90.2,0
2072,0,1,5,7,53,4,3,3,1,1,4,0,3.75,0,28.0775,19,2,-0.53,4,0,1,4,2,2,14,2,2,3.1,3,1,2,1,1,1,3,3,2,2,2,2,2,2,2,8,4,4,5,1,3,4,1.5,3.7,1.67,2.33,1.28,0,90.2,0
2076,0,1,6,8,40,4,4,3,1,1,4,0,4,0,22.53,71,3.67,0.68,4,0,5,3,2,1,9,1,2,3.6,5,2,1,2,2,5,4,3,2,1,2,2,2,2,1,9,3,5,4,2,1,4,1.25,3.2,1,4,3.4,0,91.3,0
2100,0,1,7,8,57,5,4,3,1,1,5,0,4,0,30.65,62,3.17,-0.13,4,0,1,2,2,1,8,1,1,3.8,5,2,1,1,1,1,2,3,2,2,2,2,2,2,1,8,4,5,5,4,1,4,1.25,4,2.33,5,3.17,0,92.8,0
2108,0,1,7,8,57,4,2,3,1,1,4,0,4,1,30.402,50,1.83,-0.42,4,0,1,3,2,1,12,2,1.75,3.4,5,2,1,1,1,1,3,2,2,2,2,2,2,2,1,8,3,4,5,2,1,4,1,3.9,1.67,4.67,2.43,0,91.6,0
2114,0,1,5,8,39,4,4,2,1,1,4,0,4,0,21.824,51,3,-1.1,4,0,1,4,2,1,4,2,1.25,3.7,5,2,1,5,1,1,4,1,2,2,2,2,2,2,1,4,4,4,4,2,1,4,1.25,3.8,1.67,3.67,3,0,90.2,0
2115,0,1,6,8,44,3,3,2,1,1,5,0,4,0,24.18,78,2.83,0.83,4,0,1,4,1,3,10,2,1,3.9,4,4,1,1,3,1,5,2,2,2,2,2,2,1,1,10,2,5,5,5,1,4,1.5,3.7,2,4.67,2.83,0,94.3,0
2116,0,1,3,8,53,4,4,3,1,1,5,0,4,0,27.938,78,2.83,0.83,4,0,1,9,2,1,5,1,1.5,3.7,4,1,3,1,1,1,7,2,2,2,2,2,2,2,1,5,2,5,5,2,2,4,1.25,3.9,2.33,4.67,2.83,0,94.3,0
2118,0,0,5,8,53,1,1,2,1,1,4,0,4,1,27.746,50,3.6,-0.11,4,0,1,4,2,3,8,1,2.75,3.5,5,5,1,6,6,1,4,2,2,2,1,1,2,2,2,6,4,5,5,2,1,4,1,3.5,2,4.33,3.51,0,91.3,0
2125,0,1,5,2,53,3,1,2,1,1,4,0,4,0,27.398,54,2.58,0.86,4,0,3,6,2,2,5,2,2.25,4,5,1,3,6,6,3,7,4,1,1,1,2,1,2,1,11,2,4,4,1,2,4,2,3.1,1.33,2,1.88,0,94.3,0
2131,0,1,6,8,53,5,3,1,1,1,5,0,4,0,28.43,52,3.33,0.95,4,0,5,3,2,2,10,2,1,3.9,5,6,1,2,2,5,4,3,2,2,2,2,2,2,2,10,2,5,5,3,1,4,1.5,3.9,1.33,3,3.33,0,94.3,0
2133,0,1,6,8,60,3,2,3,1,1,5,0,3.75,0,31.4355,65,3,0.17,4,0,1,4,2,2,12,2,1,4,5,3,1,2,2,1,3,1,2,2,2,2,2,2,2,8,2,5,5,2,1,4,1.25,3.7,1.67,4,3.54,0,91.3,0
2137,0,1,2,8,44,2,2,1,1,1,2,1,4,1,23.156,78,3.67,-1.43,4,0,8,2,2,1,10,1,2,2.9,5,4,1,2,2,5,1,4,2,2,2,2,2,2,1,6,4,4,5,3,1,4,1.75,3.4,1,3,3.19,0,91.3,0
2145,0,1,5,7,46,4,4,3,1,1,5,0,3,0,24.839,66,3.3,0.17,3,0,1,5,1,1,7,1,1,3.4,4,4,1,9,3,1,7,3,2,2,2,2,2,1,1,7,4,5,5,4,2,3,1,4,2,4,3.2,0,94.7,0
2147,0,1,6,8,50,3,3,2,1,1,5,0,4,0,26.934,64,4,0.4,4,0,1,4,2,3,10,2,1.5,3.8,5,4,1,2,2,1,4,2,2,2,2,2,2,2,1,10,3,5,5,6,1,4,1.25,4,1.67,2.67,4.4,0,94,0
2148,0,1,5,8,34,5,5,1,1,1,5,0,4,0,19.687,78,1.83,-0.26,4,0,1,4,2,1,10,1,1.75,3.9,4,2,1,1,1,1,4,1,2,2,2,2,2,2,1,10,1,5,5,6,1,4,2.75,3.5,1,3.33,2.92,0,92.1,0
2149,0,1,5,7,42,4,2,3,1,1,4,0,4,0,22.99,78,3.36,0.74,4,0,1,4,1,1,10,1,1,3.8,5,5,1,5,5,1,5,2,2,2,2,2,2,1,1,10,4,5,5,2,1,4,1.25,4,1.67,5,3.58,0,95.5,0
2151,0,0,3,8,18,3,3,1,1,1,5,0,4,0,11.568,71,1.1,-0.36,4,0,1,3,1,1,9,1,1.5,3.5,5,1,1,1,1,1,4,3,2,2,2,2,2,1,1,6,3,4,4,3,1,4,1.75,3.5,1.33,5,1.62,0,93.9,0
2153,0,1,2,8,31,3,1,2,1,1,4,1,4,0,17.257,53,2.8,-0.99,3.75,0,1,6,2,1,2,1,2.5,2.6,4,3,4,1,1,1,5,3,2,2,2,2,2,2,1,6,2,4,4,2,1,4,2,3.3,2.67,3,3,0,94.8,0
2160,0,1,4,7,42,4,2,2,1,1,4,0,4,0,22.743,54,3,-0.33,4,0,1,4,2,1,5,1,2,3.3,5,2,1,1,1,1,4,4,2,2,1,2,2,2,1,5,4,4,5,3,2,4,1.25,3.3,1.33,2,2.92,0,94.8,0
2162,0,1,6,8,50,4,2,1,1,1,5,0,4,0,26.881,78,3.6,1.24,4,0,1,5,2,1,10,1,1.5,3.5,5,2,1,4,5,1,6,2,2,2,1,2,2,2,1,7,4,4,5,6,1,4,1.5,3.6,1.67,2.33,3.5,0,96,0
2163,0,1,6,8,50,4,5,2,1,1,3,0,3.25,0,26.9755,78,4,0.5,4,0,1,4,2,2,10,1,1.25,3.1,5,4,1,1,1,1,4,1,2,2,2,2,2,2,1,7,4,5,5,4,1,4,1.75,3,1.33,5,4,0,94.7,0
2165,0,1,6,8,51,5,5,1,1,1,4,0,4,0,27.653,56,4,1.3,4,0,1,3,1,2,4,2,1,3.6,5,2,1,1,3,1,2,5,2,2,2,2,2,1,1,4,3,5,5,3,1,3.75,1.5,3.5,1.67,1.33,4.25,0,96,0
2166,0,1,6,7,23,3,2,2,1,1,4,0,4,0,14.334,45,3.8,0.74,4,0,1,7,2,1,11,1,2.5,3.1,5,5,2,9,1,1,6,3,2,2,1,2,2,2,1,10,3,4,5,3,2,4,1.5,3.8,1,3,3.3,0,96,0
2175,0,1,5,8,53,4,2,3,1,1,4,0,4,0,28.123,71,4,0.48,4,0,1,4,2,1,9,2,1.5,3.8,5,4,1,9,3,1,3,1,2,2,2,2,2,2,1,8,4,5,5,2,1,4,1,3.9,1.67,4,4.1,0,95.5,0
2203,0,1,6,8,60,5,4,3,1,1,4,0,4,1,31.841,78,3.25,0.24,4,0,5,2,2,3,10,1,1.25,3.6,5,2,1,2,2,5,1,3,2,2,1,2,2,2,2,10,2,5,5,6,1,4,1,4,1.33,5,2.71,0,88.9,0
2217,0,1,6,8,51,5,5,3,1,1,5,0,4,0,27.786,65,3.5,0.43,4,0,1,3,1,1,4,1,1,3.8,4,2,1,4,1,1,3,2,2,2,2,2,2,1,1,4,2,5,4,3,4,4,1.75,2.2,2,3.67,3.61,0,92.5,0
2220,0,1,5,8,42,4,4,3,1,1,4,0,4,1,23.297,78,2.75,0.81,4,0,5,2,2,1,10,2,2,3.9,5,2,1,2,2,5,2,2,1,1,2,2,2,2,1,10,3,5,5,3,1,4,1.25,3.9,1.33,4.67,3.06,0,91.3,0
2228,0,1,6,8,78,4,3,3,1,1,5,0,3.75,1,39.9165,62,2.67,0.33,4,0,1,4,1,1,6,2,1.75,3,4,1,2,2,2,1,4,3,2,2,2,2,2,1,1,8,3,4,4,1,2,4,1.75,3.3,1.67,2.33,2.67,0,90.2,0
2230,0,1,3,8,37,5,4,2,1,1,5,1,4,1,20.723,48,2.33,-0.12,3.75,0,1,4,1,1,12,1,1.5,3.8,3,3,2,2,2,1,4,2,2,2,2,2,2,1,1,8,4,4,5,2,1,4,1,3.9,2.33,4.67,2.64,0,91.3,0
2232,0,1,6,8,56,5,4,2,1,1,5,0,4,0,29.944,60,3.5,0.82,4,0,1,3,1,2,13,1,1.25,3.8,5,2,1,1,9,1,3,4,2,2,2,2,2,1,2,6,4,5,5,2,1,4,2,4,2,4,4.3,0,94.2,0
2241,0,1,7,7,42,4,1,3,1,1,5,0,4,0,23.333,48,4.25,0.82,4,0,1,4,1,1,10,2,1.25,4,5,6,1,2,2,1,4,2,2,2,2,2,2,1,1,9,4,5,5,6,1,4,1.5,4,2,4,4.17,0,91.6,0
2244,0,1,8,2,70,4,4,3,1,1,5,0,4,1,36.274,61,4,1.19,4,0,1,5,2,2,10,1,1.25,4,5,4,1,2,2,1,5,3,2,2,1,2,2,2,1,7,4,5,5,4,1,4,1.5,3.9,1.67,4,4.17,0,91.3,0
2262,0,1,7,8,67,5,4,3,1,1,5,0,4,1,35.287,64,1.71,1.08,4,0,1,6,2,3,9,1,1.75,3.3,5,2,1,2,2,1,6,2,2,2,2,2,2,2,2,9,3,5,5,1,1,4,2,3.1,3,3,1.71,0,91.3,0
2272,0,1,3,7,45,4,4,3,1,1,4,0,4,0,24.147,60,3.17,-0.23,4,0,5,2,2,2,6,1,1.25,3.8,4,3,1,3,1,1,3,2,2,2,2,2,2,2,1,10,4,4,4,3,1,4,1.75,3.8,1,2.67,3.17,0,92.8,0
2274,0,1,5,7,34,5,3,2,1,1,5,0,4,0,19.476,57,2.42,1.04,3.5,0,3,5,2,2,4,2,1,3.2,3,2,2,1,3,2,2,3,1,1,1,2,2,2,1,11,3,4,4,2,1,4,1.5,3.7,2,2,2.85,0,94.3,0
2279,0,1,2,8,53,4,4,3,1,1,4,0,4,1,27.752,65,2.5,-0.3,4,0,3,2,2,1,12,2,2,3.7,5,2,1,2,2,8,1,3,2,2,2,2,2,2,1,11,3,4,5,1,1,4,1.75,4,1,4,2.5,0,94.3,0
2284,0,1,3,8,34,3,2,3,1,1,5,1,3.5,1,18.952,71,2.6,-0.2,3.5,0,1,3,2,3,9,1,2,3,4,3,1,3,3,1,3,1,2,2,2,2,2,2,1,10,4,5,5,3,1,3.5,1.25,3.8,2,4.33,3.08,0,92.6,0
