"caseId","Residence Own house/aprt","Disabled or Ill","Highest education completed","Present work situation","Current job prestige scores","Current occupation satisfaction","Present income satisfaction","Respodent identity importance","Respodent detention/jail/prison","Country feels like home","Respondent health","Has Children","Average English Skill","MariageStatus","successIndex","desired.job.prestige.score-1991","GPA","Parent.SES.index-1991","English.Knowledge-1991","Private.school-1991","Houshold.guardians-1991","number.household.members-1991","Sex","Respondent.US.stay.length-1991","Respondent job preference-1991","felt discriminated-1991","Depression-1991","Self-esteem-1991","education expectation-1991","Hours/day on HW-1991","Good grades importance-1991","Reason Dad came to US","Reason Mom came to US","Present living situation-1995","number people living w/respondent-1995","Economic situation/3 year ago-1995","Parent divorced/separated past year-1995","Parent re/married past year-1995","Parent lost job/past year-1995","Respondent ill/disabled past year-1995","Parent died past year-1995","Respondent sex-1995","Respodent US Citizenship-1995","Respondent job classification-1995","Don't feel save at school-1995","attainable education level-1995","Paren education preference-1995","Respondent hour studying-1995","Good grade importance-1995","English Knowledge-1995","Depression-1995","Self-esteem-1995","Familism index-1995","Family cohesion-1995","GPA-1995","Dropped out by 1995","Percent daily school attendance-1995","Private school-1995"
2732,1,1,8,8,57,5,2,3,1,1,5,0,4,1,30.76,60,2.5,-0.48,4,0,1,3,2,1,6,1,1.5,3,5,1,1,2,2,1,3,2,2,2,2,2,2,2,1,10,4,5,5,2,2,4,1.25,3.6,1.33,4.67,2.5,0,92.5,0
2734,1,1,5,7,20,4,4,3,1,1,4,0,4,1,13.156,55,2.67,1.46,4,0,1,3,1,2,7,2,2,3.7,5,2,4,2,2,1,3,2,2,2,2,1,2,1,1,10,1,4,5,2,1,4,1.5,3.2,1.67,4,2.92,0,90.2,0
2753,1,1,5,7,30,4,5,3,1,1,3,0,4,1,17.799,71,2.83,0.35,4,0,1,3,2,1,10,2,2.5,3.1,5,2,2,2,2,5,3,1,1,2,1,1,2,2,1,10,3,5,5,1,1,4,2.25,3,1.67,4,2.43,0,91.3,0
2757,1,1,7,8,57,4,2,3,1,1,5,0,4,0,30.431,62,3.14,0.08,4,0,1,4,2,1,8,2,1.5,3.7,5,4,1,2,2,1,6,4,2,2,2,2,2,2,1,8,4,4,5,1,1,4,1.75,2.9,2.33,3,3.14,0,92.5,0
2767,1,1,6,8,57,4,4,2,1,1,4,0,4,1,30.372,66,2.67,0.1,4,0,1,4,2,1,10,1,1.5,3.8,5,4,1,2,2,1,4,1,2,2,2,2,2,2,1,6,3,5,4,6,1,4,1,3.8,1.33,2.67,3.47,0,88.5,0
2768,1,1,7,7,58,5,5,3,1,1,4,0,4,1,31.166,78,3.67,-0.09,4,0,1,4,2,1,10,1,2,3.9,5,2,1,2,2,1,4,1,2,2,1,2,2,2,1,10,3,5,4,3,1,4,1.5,3.5,1.67,5,2.64,0,91.3,0
2781,1,1,6,7,50,4,4,3,1,1,5,0,4,0,27.112,71,3.8,0.75,4,0,1,3,1,1,9,1,1.75,4,5,2,1,1,3,1,3,3,2,2,2,2,2,1,1,10,1,5,5,4,1,4,1.75,3.2,2.67,4,3.83,0,94.8,0
2782,0,1,2,8,42,3,3,3,1,1,5,0,4,0,22.519,72,1.67,0.37,4,0,1,6,1,1,7,1,1.25,3.4,4,2,2,9,3,1,4,2,2,2,2,2,2,1,1,7,2,4,4,3,1,4,1.5,3.5,2,4.67,1.33,0,94.8,0
2784,0,1,2,8,32,4,4,3,0,1,5,0,3.75,1,17.6395,58,2.18,0.56,3.75,0,1,3,1,1,4,2,1.25,3.7,4,3,2,9,3,1,3,3,2,2,2,2,2,1,1,6,4,5,5,4,1,4,1,3.5,1.67,2,1.43,0,94.8,0
2786,0,1,6,8,55,3,3,2,1,1,2,0,4,1,29.171,54,3.09,0.58,4,0,1,3,2,2,5,1,3.75,2.9,5,5,1,9,3,1,3,1,2,2,2,1,2,2,1,6,2,5,5,5,1,4,1.5,3.3,2,3.67,3.5,0,96,0
2788,0,1,9,7,49,4,4,2,1,0,4,0,4,0,27.073,78,3.45,0.71,2.5,0,1,3,2,4,10,2,1.75,2.7,4,3,1,2,3,1,2,3,2,2,1,2,2,2,2,10,3,5,5,2,1,3.5,1.25,3.4,1,2,3.46,0,96,0
2789,1,1,6,8,34,4,4,3,1,0,4,0,4,0,19.768,65,4,-0.31,4,0,1,3,1,2,12,1,1.25,3.3,5,2,1,1,1,1,3,2,2,2,2,2,2,1,2,9,2,5,5,6,1,4,2,3.9,1,4.33,4.38,0,96,0
2795,0,0,6,8,57,4,2,1,1,1,4,0,4,0,30.024,72,4,-0.99,4,0,1,3,2,2,7,2,1,4,4,2,1,1,1,1,4,2,2,2,2,2,2,2,1,6,4,4,4,2,1,4,1.75,4,1.67,2,4.4,0,93,0
2797,0,1,2,8,20,5,3,2,1,1,4,0,3.5,0,12.406,32,3.9,-0.55,3,0,3,5,1,2,3,2,1.5,2.7,2,1,1,1,1,3,3,3,2,2,2,2,1,1,2,7,3,3,5,2,1,3,1.5,3.2,3,4.33,4.23,0,95.5,0
2800,0,1,2,8,45,3,3,3,1,1,3,0,3,0,23.628,72,2.2,-0.86,3.75,0,1,6,1,2,7,1,1.5,3.9,4,4,1,1,1,1,3,2,2,2,2,2,2,1,1,7,4,3,5,3,1,3.5,1.25,3.9,2.33,3,1.7,0,93.3,0
2802,0,1,6,8,68,5,4,3,1,1,4,0,4,0,35.466,78,3.9,-0.41,4,0,3,4,2,2,10,1,3,3.5,5,6,1,2,3,3,2,2,2,1,1,2,2,2,2,10,4,5,5,2,1,4,1.75,3.7,1.67,2.67,4.08,0,93.3,0
2804,0,0,3,8,42,4,4,3,1,1,5,0,4,0,22.854,56,2.8,-0.07,4,0,1,7,1,2,4,1,1.75,2.8,5,2,1,2,2,1,4,4,2,2,1,1,2,1,1,8,4,5,5,1,1,4,2.25,2.4,3,3,2.08,0,96,0
2805,0,1,2,7,20,3,3,3,1,1,2,0,4,0,12.232,43,2.3,0.06,3,0,1,9,1,2,10,1,1.75,2.6,2,4,1,2,2,1,7,2,2,1,2,2,2,1,1,7,2,4,4,4,1,3,1.5,3.2,2,2.33,0.71,0,93.9,0
2807,0,1,4,8,49,1,1,3,1,1,4,0,4,1,25.796,62,3.08,-0.86,4,0,1,4,2,2,6,1,1,3,4,2,1,4,1,1,4,2,2,2,2,2,2,2,2,10,3,5,5,2,1,4,1.25,3.4,1.67,2,4.42,0,90.2,0
2814,0,1,2,8,62,4,4,3,1,1,3,0,3,0,31.603,54,3.3,0.25,3,0,1,8,2,3,5,1,3.25,2.4,4,3,1,2,2,1,8,2,2,2,2,2,2,2,2,5,2,4,5,2,1,3,2,3.3,1.67,3.33,3.5,0,92.6,0
2822,0,1,2,8,38,4,4,3,1,1,4,1,3,1,20.716,54,2.18,-0.04,3.75,0,1,5,2,2,5,2,1,3.8,3,4,1,2,2,1,12,2,2,2,1,2,2,2,2,14,3,2,2,3,1,3.5,1.25,3.5,3.67,5,1.67,0,94.7,0
2837,0,1,3,7,20,2,1,2,0,1,3,0,4,0,11.697,71,2.8,0.7,3.75,0,1,6,1,1,9,1,1,2.5,1,3,1,2,2,1,4,5,2,2,2,1,2,1,1,4,3,4,5,1,1,4,1.5,2.33,2.33,3.33,2.08,0,94.7,0
2840,0,1,3,8,45,3,3,2,1,1,4,0,4,0,24.01,43,2.9,-1.65,3,0,1,6,1,3,7,1,3.5,3.3,2,1,1,2,2,1,5,3,2,2,2,2,2,1,2,10,3,3,3,3,1,3.25,1,3.1,2,4.33,2.4,0,93.3,0
2847,0,1,6,8,52,3,3,3,1,1,4,0,4,0,27.866,78,2.83,-0.18,4,0,1,6,2,2,10,1,1,3.8,5,4,1,1,1,1,6,3,2,2,2,2,2,2,1,6,4,5,5,3,2,4,1.75,4,2.33,5,3.18,0,95.5,0
2851,0,1,6,8,38,4,4,3,1,1,3,0,4,1,21.624,78,3.4,1.38,4,0,1,4,2,2,10,1,1.5,3.2,5,2,1,2,2,1,3,1,2,2,2,2,2,2,1,10,2,5,5,2,1,4,1.25,4,1,3,3.58,0,96,0
2852,0,1,2,8,31,4,4,2,1,1,5,0,4,0,17.593,54,1.7,0.25,3,0,1,5,2,2,5,1,2,2.4,2,3,1,1,1,1,6,4,2,2,2,2,2,2,2,5,2,2,3,3,1,3,2,2.8,2.33,4,2.33,0,93,0
2855,0,1,6,8,34,3,3,3,1,1,5,0,4,0,19.639,71,4,-1.45,3.5,0,1,9,2,3,9,2,1,4,5,4,1,1,1,1,7,2,2,2,2,2,2,2,2,6,4,5,3,4,1,4,1,4,1,3.67,3.86,0,95.5,0
2858,1,1,5,7,42,5,3,2,1,1,5,0,4,0,23.189,78,3.83,0.32,3.25,0,1,6,2,2,10,1,1.25,3.1,5,3,1,2,2,1,8,3,2,2,2,2,2,2,1,6,3,5,5,2,1,4,1,3,2,4.33,3.83,0,95.5,0
2859,1,1,6,8,49,1,3,3,1,1,5,0,4,0,26.397,62,3.42,-1.65,4,0,7,8,2,2,8,1,2,3.9,4,3,1,2,2,1,2,3,2,2,2,2,2,2,2,6,3,5,5,6,1,4,1.5,4,1.67,4.67,3.33,0,92.1,0
2864,0,1,6,8,55,3,3,3,1,1,4,0,4,0,29.243,72,3.7,1.07,3,0,1,2,2,4,10,1,1.5,3.6,5,3,1,4,4,1,2,3,2,2,2,2,2,2,1,9,2,5,5,4,1,3,1.75,4,2.33,4,3.63,0,94,0
2878,0,1,5,7,68,4,5,2,1,1,5,0,4,0,35.174,76,4,1.11,4,0,1,3,1,1,7,2,1,3.9,5,2,1,4,3,1,3,3,2,2,2,2,2,1,1,7,3,5,5,1,1,4,1.25,4,1,3,4.5,0,95.5,0
2879,0,1,7,8,55,4,3,1,1,1,5,0,4,1,29.509,71,3.9,-0.15,4,0,3,9,2,3,9,1,1.75,3.8,5,4,1,9,3,5,3,4,1,1,1,2,2,2,1,10,4,5,5,5,1,4,1.5,3.9,1.33,3.67,3.78,0,94.8,0
2890,0,1,6,8,34,4,4,2,1,1,4,0,3.5,0,19.628,55,3.67,0.56,3.5,0,1,10,2,3,7,2,2,2.8,4,2,1,1,3,1,8,4,2,2,1,2,2,2,1,7,3,4,5,2,2,3.75,2.25,2.3,1.33,4,3.45,0,96,0
2893,0,1,4,8,31,4,2,3,1,1,5,0,4,1,17.909,60,2.8,0.15,4,0,1,3,2,3,6,1,1,4,5,3,1,9,3,1,3,2,2,2,2,2,2,2,1,5,4,4,4,4,1,4,1,3.8,1,3.67,3.67,0,94.8,0
2894,0,1,3,8,42,1,2,2,1,1,2,0,4,1,22.354,54,2.6,0.16,4,0,1,5,2,1,5,1,3,2,5,3,3,9,3,1,5,2,2,2,2,2,2,2,1,5,2,4,5,3,2,4,2.25,2.1,2,4.33,2.33,0,94.8,0
2900,0,1,2,8,43,1,4,3,1,1,5,0,4,0,22.898,26,2.67,-1.66,2,0,1,5,1,3,7,1,1.75,2.6,2,1,1,2,2,1,7,1,2,2,2,2,2,1,2,7,2,4,4,3,1,2.5,2.25,2.6,2.67,4.33,1.92,0,95.5,0
2913,0,1,6,8,42,5,4,2,1,1,5,0,4,0,23.518,37,3,0.48,4,0,3,2,1,1,10,2,1.25,3.6,4,2,1,1,1,3,2,3,2,2,2,2,2,1,1,6,4,5,4,2,1,4,1.25,4,1.33,4.33,3.63,0,95.5,0
2916,1,1,4,8,35,5,4,2,1,1,5,0,4,0,19.95,40,2.83,0.68,4,0,1,3,1,1,7,2,1,3.7,5,3,1,1,1,1,3,2,2,2,2,2,2,1,1,3,3,4,5,1,2,4,1,3,2.67,2.33,2.83,0,94.3,0
2917,0,1,6,8,67,4,4,2,1,1,5,0,4,1,34.956,78,4,0.53,4,0,1,4,2,3,10,2,1.5,4,5,4,1,2,2,1,6,2,2,2,2,2,2,2,1,10,4,5,5,5,1,4,1.25,4,2,4,4.5,0,94,0
2931,0,1,3,8,52,5,4,2,1,1,3,0,4,0,27.444,66,2.67,-0.46,4,0,5,1,2,1,10,2,1.75,3.8,4,5,1,3,3,5,1,3,2,2,2,2,2,2,1,10,2,5,5,3,2,4,1.5,4,2.33,1.33,2.67,0,92.5,0
2944,1,0,4,6,56,5,3,3,1,1,5,0,4,0,29.347,58,1.9,0.79,4,0,1,3,1,3,12,1,1,3.4,5,4,1,1,1,1,5,1,2,2,2,1,2,1,1,14,4,5,5,6,1,4,3,2.9,1.67,4.33,2.83,0,96,0
2946,0,1,2,3,34,3,3,3,1,1,2,1,4,1,18.416,66,3.8,0.41,4,0,1,4,2,4,10,2,1.25,3.1,3,3,1,9,9,1,4,3,2,2,2,2,2,2,1,4,4,3,4,3,1,4,2,3.4,1,2.67,2.44,0,96,0
2947,0,1,3,8,37,5,4,2,1,1,4,1,4,1,20.688,78,3.2,0.5,3.25,0,1,3,2,3,10,2,1.25,3.6,5,4,1,1,3,1,4,1,2,2,2,2,2,2,1,5,4,5,5,4,1,3.5,1.5,3.8,1.33,3.33,3.13,0,95.5,0
2956,0,1,4,8,45,3,2,2,1,0,3,0,4,0,24.036,78,1.67,-0.16,4,0,1,6,2,1,9,1,3.75,3.7,5,2,1,1,1,6,3,4,2,2,2,2,2,2,1,5,2,4,5,2,2,4,2.5,2.9,1.33,4,1.39,0,92.5,0
2987,0,1,5,6,51,5,3,2,1,1,4,0,3,0,26.962,55,1.9,-0.99,3.5,0,1,3,1,3,7,2,2,2.5,5,3,1,3,3,1,3,3,2,2,1,1,2,1,1,6,3,5,5,4,1,2.75,1,3.1,3,4,3.92,0,93.6,0
2991,0,1,9,8,72,4,5,3,1,1,4,0,4,0,37.9,71,4,-0.21,4,0,1,4,2,2,9,1,1,3.3,5,2,2,2,2,1,4,4,2,2,1,2,2,2,1,9,4,5,4,2,1,4,1,3.4,2.33,4.33,4.17,0,93.3,0
2998,0,1,6,8,51,5,5,3,1,1,4,0,3,0,27.553,51,3.92,-1.24,3,0,1,5,1,2,4,2,1.5,3,4,2,1,3,3,1,4,2,2,2,1,2,2,1,2,4,3,4,5,3,1,3,1.5,3.1,2.67,4,4,0,94.1,0
2999,0,1,5,7,42,1,3,2,1,1,3,1,4,0,22.789,56,3.58,0.36,4,0,1,7,2,2,13,2,1.25,3.6,4,3,1,1,3,1,8,3,2,2,2,2,2,2,1,6,4,4,5,3,2,4,1.75,3.1,1.67,3.33,3.4,0,93.3,0
3000,0,1,6,8,42,2,2,2,1,1,5,0,4,0,23.09,45,3.8,-0.82,4,0,1,9,2,2,13,1,1.25,3.6,5,4,2,2,2,1,5,3,2,2,2,2,2,2,2,14,4,5,5,4,1,4,1,4,1.67,4.67,4,0,93.6,0
3006,0,1,6,8,34,3,2,3,1,1,4,0,4,0,19.516,51,3.83,-0.31,4,0,1,6,2,1,4,1,1,3.2,4,3,2,2,2,1,6,3,2,2,2,2,2,2,1,6,2,5,5,4,1,4,3.25,2.6,1.67,4.67,4.5,0,95.5,0
3009,1,0,5,8,51,5,5,1,1,1,4,0,4,0,27.461,78,3.4,-0.58,4,0,1,9,1,2,10,1,1,3.7,5,6,1,2,2,1,9,3,2,2,2,2,2,1,2,6,3,5,5,6,1,4,1,4,2,3.33,4,0,92.1,0
3014,0,1,6,8,50,3,3,2,1,1,5,0,4,1,26.981,78,4,1.06,4,0,1,5,2,2,12,2,1.5,3.9,5,5,1,1,3,1,5,3,2,2,2,2,2,2,1,7,4,5,5,6,1,4,1.25,3.7,1,3.33,5,0,96,0
3015,0,0,4,7,31,5,4,3,1,1,3,0,4,0,17.933,61,3.2,0.07,4,0,1,6,1,2,10,1,1,3.8,5,2,1,1,1,1,5,1,2,2,2,2,2,1,2,10,4,5,3,5,1,4,1.25,3.8,1.33,4.33,3.5,0,96,0
3016,0,1,5,8,56,5,4,2,1,1,4,0,4,0,29.711,72,3.42,-0.04,4,0,1,3,2,3,12,1,1.5,3.4,5,5,1,1,1,1,3,2,2,2,1,2,2,2,2,14,4,4,5,4,1,4,2,3.5,2,3,4,0,93.6,0
3017,0,1,6,8,51,3,2,2,1,1,4,0,3.5,0,27.171,62,4,0.44,4,0,1,6,1,2,8,1,1.75,3.2,5,2,4,2,2,1,6,3,2,2,1,2,2,1,1,6,4,5,5,6,1,4,1,3.8,2.33,3.67,4.2,0,96,0
3020,0,1,7,7,51,4,4,2,1,1,5,0,4,0,27.679,66,4,0.08,4,0,1,6,1,2,7,2,1.25,3.9,5,6,1,1,1,1,4,3,2,2,2,2,2,1,1,7,4,5,5,3,1,4,1.25,4,1.33,3.33,4.67,0,94.2,0
3024,0,1,5,8,34,3,3,3,1,1,5,0,4,0,19.441,72,3.3,-0.85,4,0,1,4,2,3,12,2,1.25,3.3,5,3,1,2,2,1,4,3,2,2,2,2,2,2,1,14,4,5,5,2,2,4,2,3.6,2,3,2.69,0,95.5,0
3030,1,1,5,7,57,4,3,3,1,1,3,0,3,0,29.771,62,3.67,-1.14,3,0,1,4,2,3,6,1,1.5,2.6,4,3,1,1,1,1,4,3,2,2,2,2,2,2,2,6,3,4,5,3,1,3.25,2.75,2.4,2,2.33,3.19,0,91.3,0
3036,0,1,2,8,49,5,4,3,1,1,4,0,4,0,25.953,78,3.1,-0.97,3.75,0,1,5,2,3,10,1,1,3.6,5,3,1,2,2,1,3,3,2,2,2,2,2,2,1,10,3,5,5,3,1,3.5,1.5,3.1,2.33,4,3.75,0,90.2,0
3049,0,1,6,7,41,4,4,3,1,1,5,0,4,0,22.94,69,2.4,-1.24,3.5,0,1,7,1,3,4,1,1,3.7,5,1,1,2,2,1,6,3,2,2,2,2,2,1,2,7,4,5,5,2,1,3.75,1.25,4,1.33,4.67,2.13,0,93.9,0
3050,0,1,3,8,47,5,4,3,1,1,2,1,3,1,25.059,62,2.09,-1.65,3,0,1,5,2,3,8,2,2,2.8,4,6,1,2,2,1,6,3,2,2,2,2,2,2,2,5,3,4,5,3,1,2.75,1,3.5,2,3.67,3,0,93.9,0
3055,0,1,5,8,58,3,2,2,1,1,3,0,4,0,30.25,67,3.7,-1.66,4,0,1,4,2,3,5,1,1,3.4,4,5,4,2,2,1,4,3,2,2,2,2,2,2,2,10,3,5,4,4,2,3.75,1.5,3.3,1.33,3.67,3.43,0,93.9,0
3063,0,1,5,8,49,3,3,2,1,1,3,0,3,0,26.009,78,3.5,-1.24,3,0,1,5,2,2,5,1,1.5,2.5,4,3,1,2,2,5,4,4,1,2,2,2,2,2,2,6,4,4,5,3,2,2.75,1.75,2.4,2.67,3.33,2.08,0,93.9,0
3072,0,1,4,8,42,4,2,2,1,1,4,0,4,1,22.874,62,3.82,-0.66,4,0,1,6,2,2,6,1,2,2.7,5,3,1,2,2,1,7,2,2,2,1,2,2,2,2,4,4,4,5,4,1,4,3,3,2.67,4,3.4,0,93.9,0
3076,0,1,5,7,31,3,2,3,1,1,5,0,4,0,17.892,78,2.73,1.18,4,0,5,1,1,2,4,2,1.25,3.7,5,3,1,1,4,1,3,3,1,2,2,2,2,1,2,4,3,4,4,1,2,4,1.5,3.6,1.33,4.33,2.5,0,95.5,0
3078,0,1,6,8,56,4,3,3,0,1,5,1,4,1,29.456,56,2.8,0.62,4,0,2,3,1,2,7,1,2,3.9,4,2,1,1,1,4,2,4,1,2,2,2,2,1,1,6,4,5,4,3,1,4,1.5,4,1.33,3,3.5,0,94.2,0
3098,0,1,5,7,55,4,4,3,1,1,4,0,4,0,29.133,60,2.8,0.49,3.25,0,1,3,1,2,6,1,1,3.9,4,1,1,2,2,5,2,3,1,2,2,2,2,1,1,6,3,4,5,1,1,3,1,3.7,1.67,3.33,2.2,0,91.3,0
3109,0,1,3,8,34,4,4,3,1,1,4,0,4,0,19.182,78,2.9,0.39,4,0,1,3,2,1,10,1,2.25,2.5,5,3,2,1,3,1,3,1,2,2,2,2,2,2,1,6,3,5,5,2,1,4,2,3.3,2.33,2.67,2.5,0,96,0
3112,0,1,6,7,34,4,4,3,1,1,5,0,3,0,19.529,78,3.73,0.93,3,0,1,6,2,1,10,2,1.25,3.6,5,6,1,9,3,1,5,3,2,2,2,2,2,2,1,10,2,5,4,5,2,3.25,1.75,3.1,2,5,3.17,0,96,0
3119,0,1,5,8,34,5,4,2,1,1,4,0,4,0,19.613,56,3.9,-0.11,4,0,4,4,2,1,4,2,1.75,3.4,5,2,1,1,3,5,4,4,2,2,2,2,2,2,1,5,2,4,4,1,3,3.75,1.5,3.6,1.67,3.67,2.6,0,94.8,0
3122,0,1,5,7,39,4,3,3,1,1,4,0,4,0,21.701,72,2.8,1.09,4,0,1,3,1,2,12,1,1.5,3.3,5,3,1,9,3,1,3,3,2,2,2,2,2,1,1,10,2,5,5,4,1,4,2.25,3.4,1.67,3.67,2.6,0,94.7,0
3128,0,1,6,8,45,3,2,2,1,1,4,0,4,0,24.516,78,3.9,0.32,4,0,1,4,2,1,10,2,1.25,3.9,5,3,1,9,3,1,3,4,2,2,2,2,2,2,1,8,4,5,4,6,1,4,2,3.5,1.33,3.67,4.45,0,96,0
3129,0,1,3,8,56,4,5,1,1,1,4,0,3,0,29.072,40,3.33,0.17,4,0,5,2,2,2,14,2,1.25,3.9,5,2,1,9,3,6,2,4,1,2,2,2,2,2,1,9,1,4,5,1,2,4,4,3.1,1.33,3.67,2,0,94.8,0
3138,0,1,5,7,44,3,2,1,1,1,5,0,4,0,23.761,64,2.4,0.72,4,0,1,6,1,1,6,2,1,3.7,4,5,1,1,1,1,3,1,2,2,1,2,2,1,1,4,3,5,5,3,2,4,1,3.8,2,3.33,2.4,0,95.5,0
3144,0,1,6,8,50,4,4,2,1,1,4,0,4,0,27.071,78,3.86,0.66,4,0,1,4,1,1,10,1,1,3.9,5,3,1,9,9,1,3,4,2,2,2,2,2,1,1,10,3,5,5,4,1,4,1,3.7,1.67,4,4.36,0,94.2,0
3156,0,1,2,8,58,4,4,3,1,1,5,0,4,0,30.035,78,3.3,0.56,4,0,1,4,2,2,10,2,1.25,3.3,5,2,2,2,2,1,4,2,2,2,1,2,2,2,1,5,4,5,5,3,2,4,1,3.7,2.33,4.67,2.7,0,94.7,0
3181,0,1,5,8,42,4,1,3,1,1,2,0,3.75,0,22.8665,60,3.6,0.18,4,0,1,4,2,1,6,1,2,3.4,5,3,1,9,9,5,1,4,1,2,1,2,2,2,1,6,4,5,4,3,2,4,1.75,3.5,1.33,4,3.2,0,94.8,0
3182,0,1,6,8,42,3,1,3,1,1,2,0,3,0,22.832,49,3.64,0.25,3,0,5,5,1,1,6,1,2.5,2.9,4,4,1,2,2,5,4,4,2,2,2,2,2,1,1,10,1,5,5,6,1,3,1.75,3.7,1.67,2.67,3.83,0,96,0
3188,0,1,7,8,56,3,2,1,1,1,3,0,4,0,29.679,78,3.4,0.34,4,0,3,5,1,3,5,1,1.25,3.5,4,2,1,1,1,1,5,4,2,2,2,2,2,1,2,10,3,5,4,3,1,4,3.25,3.4,2,3,3,0,94.8,0
3208,0,1,2,8,44,4,3,3,1,1,4,0,4,1,23.533,62,1.9,-0.62,4,0,1,4,1,2,10,1,2,3.2,5,2,1,1,3,1,8,2,2,2,2,2,2,1,2,7,3,4,4,1,1,4,1.75,3.8,1.67,4,2.08,0,94.7,0
3216,0,1,6,8,60,5,4,2,1,1,5,0,4,1,31.827,78,4,1.64,4,0,1,3,2,1,10,1,1,3.5,5,1,2,2,2,1,3,3,2,2,1,2,2,2,1,10,4,5,5,2,1,4,1,2,1.33,3.67,4,0,93,0
3221,0,1,6,7,42,5,3,2,1,1,5,0,4,0,23.346,78,3.58,-0.33,4,0,1,3,2,1,10,1,1.5,3.7,4,2,1,1,3,1,3,3,2,2,2,2,2,2,1,7,4,5,5,4,1,4,2,3.5,1,3.67,3.69,0,94.8,0
3224,0,1,5,8,34,5,5,2,1,1,4,0,4,1,19.748,67,3.2,0.04,4,0,1,4,2,3,5,2,1,3.8,5,3,1,9,1,1,4,3,2,2,1,2,2,2,1,5,3,4,4,5,1,4,1.5,4,1,1.67,2.92,0,96,0
3229,0,1,5,8,49,1,1,3,1,1,5,0,4,1,26.029,50,3.08,0.71,4,0,1,4,2,1,9,1,1,4,4,6,1,9,3,1,9,2,2,2,2,2,2,2,1,7,4,4,5,3,1,4,1.5,3.6,2.33,3.33,3.13,0,96,0
3246,0,1,5,8,42,5,4,3,1,1,5,0,4,0,23.369,78,3.27,0.64,4,0,1,8,2,3,10,1,1.25,2.8,5,6,1,9,3,1,6,1,2,2,1,1,2,2,1,8,3,4,5,6,1,4,2.5,3,2.67,4.67,2.42,0,96,0
3270,1,1,6,8,55,3,3,2,1,1,5,0,4,0,29.27,45,3.67,0.66,4,0,5,4,2,1,13,1,2.5,2.5,5,2,1,1,1,5,4,4,2,2,2,2,2,2,1,14,3,5,5,5,1,4,3.25,2.1,3.33,1.67,3.71,0,94.8,0
3271,1,1,6,7,50,4,2,3,1,1,4,0,4,0,26.901,78,3.6,-0.12,4,0,1,4,1,1,10,2,1,3.5,5,2,1,1,3,1,4,1,2,2,2,2,2,1,1,14,2,4,4,3,1,4,1.5,3,2,3.33,2.67,0,94.8,0
3273,1,1,6,7,42,4,3,3,1,1,5,0,4,0,23.352,78,4,-0.23,4,0,1,5,2,1,10,1,2.5,3,5,4,1,9,3,1,6,3,2,2,2,2,2,2,1,10,4,5,5,5,2,4,1.5,3.7,1.67,4,4,0,94.7,0
3274,1,1,2,8,31,3,2,2,1,1,4,1,2.5,1,17.136,40,2.33,-0.93,2.5,0,1,6,2,3,6,1,2.5,2.7,2,2,2,3,3,8,1,2,1,2,2,2,2,2,2,4,3,2,5,1,1,2.5,1.25,2.6,3,3.67,2.33,1,91.3,0
3276,1,1,5,7,37,4,4,3,1,1,5,0,4,0,20.947,42,3,0.91,4,0,1,2,1,1,12,2,1,3.6,4,2,1,9,4,1,2,3,2,2,2,2,2,1,1,7,1,4,5,1,1,3.75,1.25,3.8,1.33,5,3.25,0,94.8,0
3277,1,1,5,8,37,3,3,2,1,1,5,0,4,0,20.81,78,3.2,0.57,4,0,1,5,1,1,10,1,1,4,5,1,1,1,1,1,4,3,2,2,2,2,2,1,1,4,3,4,4,2,2,4,1.25,3.9,2.67,4,3.17,0,94.8,0
3278,1,1,4,7,34,3,1,3,1,1,5,0,4,1,19.071,78,3.8,-0.18,4,0,1,4,2,1,10,1,1,3.5,5,3,1,4,3,1,4,1,2,2,2,2,2,2,1,10,4,5,5,3,1,4,1.75,3,2,4.33,2.7,0,94.8,0
3280,1,1,6,8,46,4,4,2,1,1,3,0,4,0,25.241,66,3.5,0.56,4,0,1,7,1,1,7,2,1,3.8,4,2,1,3,1,1,5,2,2,2,1,2,2,1,1,5,3,4,4,1,4,3.75,1.75,2.33,1.67,4.33,3.5,0,94.8,0
3303,1,0,3,7,16,5,5,3,0,1,5,0,4,0,10.59,66,2.83,0.25,4,0,1,5,1,1,7,2,1.25,3.7,4,1,1,1,1,1,6,2,2,2,2,2,2,1,1,7,3,5,5,3,1,4,2.75,3.4,2.33,4.33,2.83,0,92.5,0
5260,0,1,4,8,53,5,3,2,1,1,4,0,4,0,28.048,78,3.67,-0.67,4,0,1,4,1,3,10,2,2,4,5,2,1,2,2,1,3,3,2,2,2,2,2,1,2,5,3,4,5,2,2,3.75,1.25,3.7,1.33,3.67,2.43,0,90.9,0
5262,0,1,3,8,33,4,4,3,1,1,4,1,4,0,18.77,78,2.67,-0.25,4,0,4,6,2,2,10,1,2,4,5,1,1,1,4,4,1,3,1,2,2,2,2,2,2,5,4,5,3,2,4,4,3,4,1,3,2.67,0,88.5,0
