"caseId","Residence Own house/aprt","Disabled or Ill","Highest education completed","Present work situation","Current job prestige scores","Current occupation satisfaction","Present income satisfaction","Respodent identity importance","Respodent detention/jail/prison","Country feels like home","Respondent health","Has Children","Average English Skill","MariageStatus","successIndex"
1,0,1,5,7,57,4,4,3,1,1,4,1,4,1,30.145
3,0,1,2,8,34,4,3,3,1,1,4,0,4,1,18.943
5,0,1,6,8,51,4,4,2,1,0,5,0,4,0,27.516
7,0,1,3,8,42,5,5,3,1,1,4,0,3.75,1,23.0235
10,0,1,5,7,42,5,4,3,1,1,5,0,4,0,23.285
13,1,1,2,8,44,4,4,3,1,1,3,0,4,0,23.58
21,0,1,6,8,44,5,4,3,1,1,5,0,4,1,24.532
25,0,1,6,8,62,4,3,3,1,1,4,0,4,1,32.587
26,0,1,3,8,67,4,4,2,1,1,4,0,4,1,34.327
27,0,1,5,8,49,3,3,3,1,1,5,0,4,0,26.326
29,1,1,6,8,51,2,4,3,1,1,5,0,3.5,0,27.388
30,0,1,5,7,41,3,3,3,1,1,3,0,3.75,0,22.4505
32,0,1,3,7,38,4,4,3,1,1,5,0,4,0,20.969
34,0,1,5,8,52,5,4,2,1,1,5,0,4,1,27.957
35,1,1,4,8,51,4,4,3,1,1,5,0,3.75,0,27.2095
36,1,1,6,8,53,5,4,2,1,1,5,0,3.5,0,28.509
38,0,1,5,7,39,4,4,3,1,1,5,0,4,0,21.824
48,1,0,1,7,45,5,4,3,1,1,5,0,4,0,23.876
52,0,1,4,7,38,4,3,2,1,1,5,0,3.5,0,20.931
54,0,1,3,7,53,3,3,3,1,1,5,1,4,0,27.729
57,0,1,2,8,20,3,2,3,0,1,3,0,4,0,11.804
58,1,1,4,8,53,4,3,3,1,1,5,0,4,0,28.089
60,0,1,4,8,78,5,5,2,1,1,5,0,3.75,0,39.6845
61,0,1,6,8,29,4,3,1,1,1,5,0,4,0,17.33
65,0,1,8,8,54,5,4,3,1,1,5,0,4,1,29.518
66,0,1,3,7,39,5,3,3,1,1,3,0,4,0,21.354
74,1,1,6,8,66,4,2,3,1,1,4,0,4,0,34.329
75,0,1,3,8,49,3,2,3,1,1,3,0,4,0,25.772
76,0,1,3,8,67,5,5,2,1,1,4,0,4,1,34.499
78,0,1,6,8,57,4,5,2,1,1,5,0,4,1,30.454
79,0,1,3,7,31,3,2,3,1,1,2,0,4,0,17.391
80,0,1,2,8,39,1,4,3,1,1,5,0,4,0,21.062
81,0,1,2,8,38,4,4,2,1,1,5,1,4,1,20.9
82,1,1,2,8,53,1,5,3,1,1,5,0,4,0,27.617
83,0,1,5,8,38,4,2,3,1,1,5,0,4,0,21.273
84,0,1,4,8,32,3,1,3,1,1,4,0,4,0,18.114
86,0,1,2,8,34,1,3,1,1,1,3,0,4,0,18.511
87,0,1,3,8,18,4,1,2,0,1,5,0,4,0,11.101
88,1,1,3,8,55,5,5,3,1,1,5,0,4,1,29.116
89,0,1,3,7,38,3,1,2,1,1,5,0,3.75,0,20.5225
91,0,1,4,7,62,2,4,2,1,1,5,0,3.25,1,31.8645
92,1,1,3,7,60,3,2,2,1,1,3,0,4,0,30.729
93,0,0,3,7,20,4,2,3,1,1,3,1,4,0,12.473
95,0,1,3,8,30,5,4,3,1,1,5,0,3,1,17.314
96,1,1,4,8,42,5,4,3,1,1,4,1,4,1,23.271
97,1,1,6,8,39,4,3,2,1,1,4,0,4,0,21.975
98,1,0,4,8,34,5,2,3,0,1,4,0,4,0,18.835
101,0,1,3,8,42,3,2,3,1,1,5,0,4,0,22.629
102,0,1,2,8,54,5,4,2,1,1,5,0,4,0,28.234
106,1,0,5,8,50,5,4,2,1,1,2,0,4,0,26.893
107,0,1,6,8,67,4,2,3,1,1,5,0,4,0,34.782
108,0,1,4,8,54,2,2,3,1,1,5,0,3,0,28.053
110,0,1,3,7,20,3,2,2,0,1,3,1,3.5,0,11.817
112,0,1,3,8,43,5,5,3,0,1,5,0,3.75,0,23.0115
113,0,1,3,8,20,4,4,2,1,1,4,0,4,0,12.707
118,0,1,5,8,55,5,3,3,1,1,3,0,4,0,29.178
120,1,1,6,8,52,5,5,1,1,1,5,0,4,1,28.235
123,0,1,3,8,32,4,4,3,1,1,5,0,4,1,18.346
124,0,1,3,8,29,4,3,2,1,1,3,0,4,0,16.715
125,0,1,6,8,66,3,2,3,1,1,5,0,4,0,34.239
128,0,1,5,3,39,1,2,3,1,1,3,1,3.75,0,20.9875
132,1,1,6,8,52,4,4,1,1,1,4,0,4,0,27.981
133,0,1,4,8,37,5,3,3,1,1,5,1,4,1,20.882
135,1,1,4,7,64,4,2,3,1,1,3,0,4,0,32.896
138,0,1,2,8,51,4,3,2,1,1,4,0,4,1,26.697
143,0,1,3,8,50,4,2,3,1,1,4,1,4,1,26.444
145,0,1,6,8,57,5,4,3,1,1,5,0,4,0,30.452
147,1,1,4,8,51,4,2,3,1,1,4,1,3.75,1,27.0925
149,0,1,5,8,30,4,2,2,1,1,5,0,4,1,17.599
151,0,1,6,8,55,4,4,3,1,1,5,0,4,0,29.45
155,0,1,3,7,50,5,4,3,1,1,5,1,4,1,26.655
158,1,1,3,8,55,5,4,2,1,1,3,0,4,0,28.862
164,0,1,1,8,34,4,4,3,1,1,4,1,4,1,18.88
165,1,1,7,7,23,4,4,3,1,1,4,0,4,0,14.882
168,1,1,5,7,60,4,3,3,1,1,4,0,3.75,0,31.3315
169,0,1,6,8,60,4,3,3,1,1,5,0,4,1,31.704
171,0,1,4,8,53,4,4,3,1,1,5,0,4,0,28.136
172,1,1,2,7,34,3,3,2,1,1,5,0,4,0,18.755
173,0,1,3,8,53,4,4,2,1,1,5,0,4,0,27.889
174,0,1,5,8,67,1,4,2,1,1,4,0,4,0,34.424
175,0,1,2,8,42,3,3,2,1,1,4,0,4,0,22.435
176,0,0,2,8,38,3,3,1,1,1,2,1,4,0,20.492
177,1,1,6,8,51,5,5,1,1,1,5,0,4,1,27.776
178,1,1,2,8,53,5,5,2,1,1,5,0,4,1,27.951
179,1,1,7,8,49,4,3,2,1,1,4,0,4,0,26.763
181,1,1,5,8,52,1,1,3,1,1,5,0,4,1,27.447
182,0,1,2,7,34,3,1,3,1,1,5,1,4,1,18.681
183,0,1,5,7,42,4,4,3,1,1,5,0,4,0,23.201
185,0,1,3,8,42,3,3,1,1,1,5,0,4,1,22.666
189,1,1,2,7,34,5,5,2,1,1,5,1,4,1,19.193
193,0,1,2,7,39,1,2,3,1,1,5,1,4,1,20.896
199,0,1,4,8,39,4,4,3,1,1,4,1,4,0,21.722
201,0,1,4,7,56,4,2,2,1,1,4,0,3.75,1,29.1665
204,0,1,2,7,29,5,3,2,1,1,4,0,3.75,1,16.5495
205,1,0,3,8,23,5,4,1,1,1,5,0,3.75,0,14.1105
206,0,0,6,2,42,3,2,3,1,1,4,0,4,0,22.649
207,0,1,2,8,31,1,4,3,1,1,5,1,3,1,17.286
211,0,1,6,8,54,4,4,3,1,1,5,0,4,0,28.991
213,0,1,2,8,34,4,4,3,1,1,5,0,4,0,19.019
217,0,1,1,8,42,5,4,2,1,1,5,0,3.75,0,22.4785
219,1,1,5,8,50,4,3,3,1,1,5,0,4,0,26.91
220,1,1,4,8,39,4,3,3,0,1,5,0,4,0,21.204
225,0,1,2,8,38,3,3,2,1,1,4,0,3.5,0,20.5
226,1,1,5,8,53,3,2,3,1,1,5,0,4,1,28.162
227,1,1,3,7,34,4,4,2,1,1,5,0,4,0,19.125
228,0,1,7,8,33,4,5,3,1,1,3,1,3.75,0,19.5655
229,0,1,5,8,39,3,3,3,1,1,5,0,4,0,21.736
230,0,1,3,7,38,2,1,3,1,1,5,0,4,0,20.537
231,0,1,3,8,50,2,2,3,1,1,4,0,4,0,26.182
232,0,1,6,8,58,3,2,2,1,1,3,0,4,0,30.448
233,0,1,7,8,42,3,4,3,1,1,4,0,4,0,23.562
235,1,1,5,7,41,4,2,3,1,1,5,0,3.75,0,22.5575
238,0,1,3,8,53,4,4,3,1,1,4,1,4,1,27.997
240,0,1,6,7,23,4,3,3,1,1,4,0,4,0,14.555
241,0,1,2,8,39,4,4,2,1,1,4,0,3.75,1,21.2275
242,0,1,5,7,53,5,2,3,1,1,5,0,4,0,28.158
244,0,1,2,7,39,5,4,3,1,1,3,1,4,0,21.291
245,0,1,7,8,68,3,2,3,1,1,4,0,3,0,35.122
248,0,1,2,8,37,4,4,3,1,1,4,0,4,0,20.361
249,0,1,2,8,32,4,3,3,1,1,5,0,4,0,18.013
250,0,1,1,8,38,3,3,2,1,1,5,0,4,0,20.436
252,0,0,5,2,49,5,1,2,1,1,5,0,4,0,25.73
255,0,1,3,8,56,4,4,2,1,1,3,1,3.5,1,29.191
256,1,1,2,8,42,3,3,2,1,1,5,0,3,1,22.36
257,0,0,6,8,42,3,3,1,1,1,3,0,3.75,0,23.0585
258,0,1,6,7,53,4,3,3,1,1,5,0,4,0,28.36
259,0,1,2,8,22,2,2,3,1,1,4,0,4,1,13.179
260,0,1,5,8,39,4,4,3,1,1,5,1,4,1,22.002
261,0,1,3,8,21,1,3,3,1,1,4,0,4,0,12.875
262,0,1,2,8,32,1,4,2,1,1,4,0,3.75,1,17.7625
263,1,1,3,8,20,1,3,3,1,1,5,1,4,0,12.539
265,0,0,3,7,42,4,4,1,1,1,4,1,3,1,22.533
266,1,1,2,8,30,5,3,3,1,1,4,1,4,1,17.279
271,1,1,2,7,34,5,3,3,1,1,5,1,4,1,19.066
272,0,1,4,8,34,3,2,1,1,1,4,0,4,0,19.022
273,0,1,3,8,34,5,4,3,1,1,5,1,3.75,1,19.3455
274,0,1,2,8,44,4,3,3,1,1,5,1,3,0,23.37
275,0,1,1,8,57,4,2,2,1,1,1,1,3,1,28.909
279,0,1,5,8,34,5,3,3,1,1,4,1,4,1,19.668
280,0,1,5,8,34,4,2,3,1,1,5,0,4,0,19.437
281,1,1,2,8,38,4,2,3,1,1,2,0,4,0,20.615
282,1,1,3,8,53,4,4,3,0,1,4,1,4,1,27.579
283,1,1,3,8,53,5,3,2,1,1,4,1,4,1,27.985
284,0,1,2,8,37,3,2,2,0,1,4,1,4,0,19.64
285,0,1,4,7,48,4,1,2,1,1,3,0,3,0,25.176
287,0,1,2,8,33,4,4,2,1,1,4,1,4,0,18.523
288,0,1,3,8,42,4,4,2,1,1,2,0,3.5,0,22.636
289,0,1,3,7,50,1,1,3,1,1,5,0,4,0,25.961
291,0,1,4,8,34,5,4,3,1,1,3,1,4,0,19.476
295,0,1,1,8,21,4,4,1,1,1,3,0,3.5,0,12.587
297,0,1,3,8,39,4,4,3,1,1,3,0,3,0,21.244
299,0,1,2,8,34,4,5,2,1,1,3,0,4,0,18.988
304,1,1,2,8,39,5,5,3,1,1,5,1,4,1,21.621
307,1,1,5,7,42,2,1,3,1,1,5,0,4,0,22.81
308,0,1,2,8,37,2,2,1,1,1,5,0,3.25,0,19.8055
310,0,1,3,8,36,5,5,3,0,1,4,0,4,0,19.813
311,0,1,2,8,38,3,4,3,1,1,2,0,4,0,20.666
312,0,1,3,8,55,3,3,2,1,1,3,1,4,0,28.612
315,0,1,2,8,53,5,4,2,0,1,4,0,4,0,27.281
316,1,1,5,8,34,4,3,2,1,1,5,0,3.75,0,19.4675
317,1,1,1,8,20,4,3,3,1,1,5,0,4,0,12.348
319,0,1,2,8,37,5,3,3,1,1,5,1,4,0,20.439
321,0,1,2,8,53,4,3,3,1,1,3,0,4,1,27.629
322,0,1,4,8,39,5,4,3,1,1,5,1,4,1,21.888
324,0,1,4,7,49,5,5,3,1,1,4,1,4,0,26.4
326,0,1,5,8,62,5,4,3,1,1,5,0,4,1,32.596
329,0,1,5,8,49,4,4,3,1,1,4,1,4,0,26.51
330,0,1,2,8,37,3,3,3,1,1,3,0,3.75,0,20.1045
331,0,1,6,7,26,2,1,2,1,1,4,0,4,0,15.539
335,0,1,3,8,53,4,3,2,1,1,5,0,4,0,27.801
336,0,1,1,8,49,4,3,3,1,1,5,1,4,1,25.712
338,0,1,3,8,50,5,4,3,1,1,4,0,4,1,26.657
340,0,1,6,8,42,3,4,1,1,1,4,0,4,0,23.266
341,0,0,2,8,42,3,1,3,1,1,2,0,3.75,1,22.2005
342,0,1,6,8,72,4,2,2,1,1,3,0,4,0,36.958
343,0,1,5,8,44,2,2,3,1,1,5,0,4,1,23.906
346,0,1,6,8,53,4,2,2,1,1,5,0,4,1,28.354
347,0,1,3,8,28,4,4,2,0,1,5,0,3,1,15.804
349,0,1,1,8,34,4,2,2,1,1,3,1,4,0,18.573
350,0,1,2,8,51,5,5,1,1,1,5,1,4,1,26.99
351,0,1,2,8,23,4,3,2,1,1,4,1,2.5,1,13.595
357,1,1,4,8,53,5,5,1,1,1,5,1,4,1,28.345
360,1,1,7,7,60,5,4,3,1,1,4,0,4,0,31.949
363,1,1,6,7,53,4,1,2,1,1,5,0,4,0,28.176
364,1,1,6,8,51,4,4,2,1,1,5,0,4,0,27.606
365,1,1,3,8,34,3,3,2,0,1,3,0,4,0,18.508
366,1,1,4,8,55,4,2,1,1,1,4,0,4,0,28.786
367,1,1,3,8,20,4,3,3,1,1,5,0,4,1,12.791
368,1,1,7,8,48,4,4,2,1,1,5,0,4,1,26.474
369,1,1,2,8,49,5,4,1,1,1,5,0,4,0,25.931
377,0,1,3,8,42,3,2,3,1,1,4,1,4,0,22.641
378,0,0,3,8,49,3,3,3,1,1,3,0,4,1,25.872
379,0,1,1,8,32,4,4,3,1,1,5,0,3,0,17.705
380,0,1,2,8,20,3,3,3,1,1,3,0,3,0,12.153
381,0,1,2,8,39,5,4,3,1,1,5,1,4,1,21.492
383,0,1,5,7,53,5,3,3,1,1,5,0,3.25,0,28.0975
386,0,1,5,7,38,5,3,2,1,1,3,0,4,1,21.289
389,1,1,3,8,30,4,5,3,1,1,5,1,4,1,17.604
397,0,1,3,8,56,5,4,3,1,1,4,0,4,0,29.364
399,0,1,3,7,48,5,4,3,1,1,5,0,4,0,25.643
400,0,1,1,8,62,4,1,3,1,1,2,1,4,0,31.351
401,0,1,3,8,38,2,3,3,1,1,4,0,4,0,20.762
402,0,1,3,8,42,4,4,1,1,1,3,0,4,0,22.721
405,0,1,2,8,44,1,4,3,0,1,5,1,4,0,22.945
411,1,1,3,8,53,4,3,2,1,1,3,0,4,1,27.819
413,1,1,4,8,34,5,5,3,1,1,5,0,4,0,19.628
416,0,1,3,8,53,4,4,1,1,1,5,0,4,1,27.887
417,0,1,2,8,38,3,3,2,1,1,5,1,4,1,20.728
420,0,0,6,8,42,4,3,1,1,1,5,0,4,0,23.262
421,0,1,6,8,42,4,4,2,1,1,3,0,4,1,23.411
423,0,1,3,7,39,4,3,3,1,1,5,0,4,1,21.387
424,0,1,5,8,31,4,4,3,1,1,4,0,4,0,18.201
425,0,1,3,7,34,1,2,2,1,1,4,0,4,0,18.621
426,0,1,3,7,55,5,3,2,1,1,4,0,3.75,0,28.6345
428,1,1,7,8,53,4,4,1,1,1,4,0,4,1,28.685
429,1,1,3,8,42,1,1,1,1,1,5,0,4,0,22.316
432,1,1,5,8,53,4,3,2,1,1,5,0,3.75,1,28.2355
435,0,1,5,7,39,2,2,3,1,1,4,0,3,0,21.247
436,1,1,5,8,53,2,4,3,1,1,5,1,4,1,28.301
443,0,0,4,8,35,3,3,3,1,0,2,0,4,0,19.513
445,0,1,1,8,39,4,2,3,1,1,3,0,4,0,20.87
447,0,1,6,8,57,5,4,3,1,1,3,0,4,0,30.382
448,1,1,5,8,67,5,4,3,1,1,4,0,4,0,34.85
449,0,1,3,8,34,4,3,3,1,1,4,1,4,0,19.141
451,0,1,6,8,42,4,4,2,1,1,5,0,4,0,23.434
455,0,1,6,8,39,1,1,3,1,1,4,0,4,1,21.602
462,0,1,6,8,62,5,3,3,1,1,5,0,4,1,32.706
463,0,1,3,8,27,4,4,3,1,1,4,0,3.75,0,15.9195
464,0,1,2,7,38,5,2,3,1,1,5,0,4,0,20.679
467,0,1,5,8,55,4,3,3,1,1,3,0,4,0,29.094
468,0,1,4,7,42,5,4,3,1,1,4,0,4,0,23.052
472,0,1,2,8,41,3,4,3,1,1,3,1,4,1,22.172
473,0,1,6,8,56,4,3,3,1,1,4,0,4,1,29.833
474,0,1,1,8,39,5,4,2,1,1,4,0,4,0,21.116
475,0,1,2,7,16,3,1,1,0,0,1,1,4,0,9.626
476,0,1,6,8,53,5,5,3,1,1,5,0,4,0,28.704
477,0,1,3,7,32,3,2,2,1,1,4,0,4,0,17.871
479,0,1,8,7,46,5,5,3,1,1,4,0,4,0,25.768
483,0,0,3,8,44,4,3,2,1,0,4,0,4,1,23.598
484,0,1,2,8,34,3,2,1,1,1,3,0,4,0,18.591
485,1,1,5,8,53,4,3,1,1,1,5,1,3.5,1,28.184
490,1,1,4,8,55,5,4,3,1,1,5,0,4,1,29.226
493,1,1,5,7,55,4,5,3,1,1,4,0,4,0,29.262
501,0,1,6,8,23,3,2,2,1,1,4,0,3,1,14.267
509,0,1,2,7,50,5,4,3,1,1,5,0,4,1,26.41
510,0,1,6,7,62,1,3,3,1,1,5,0,4,0,32.239
513,0,1,4,8,37,4,3,3,1,1,4,0,3.75,1,20.6665
516,0,1,3,8,34,4,4,3,1,1,4,0,4,0,19.182
522,0,1,5,7,42,4,1,2,1,1,4,0,4,0,22.853
523,0,1,2,8,46,4,4,3,1,1,5,0,4,1,24.574
526,1,1,6,8,42,2,3,1,1,1,5,0,4,0,23.17
529,0,0,2,8,34,3,2,2,1,1,4,0,4,1,18.687
536,0,1,6,8,50,4,4,3,1,1,5,0,4,0,27.155
539,0,1,6,8,51,4,4,2,1,1,4,0,4,0,27.53
540,0,1,6,8,44,4,4,2,1,1,5,0,4,0,24.352
542,0,1,6,8,56,4,4,1,1,1,5,0,4,0,29.811
543,0,1,6,8,39,4,4,2,1,1,5,0,4,1,22.104
544,1,1,5,7,53,4,4,2,1,1,5,0,4,0,28.242
545,1,1,6,8,60,5,3,3,1,1,4,0,4,0,31.747
546,0,1,7,8,69,3,2,3,1,0,4,0,4,0,35.73
548,0,1,6,7,53,4,2,3,1,1,5,0,4,0,28.272
550,0,1,6,7,42,4,1,3,1,1,5,0,4,0,23.135
551,0,1,7,8,67,5,3,2,1,1,3,0,4,0,35.033
553,0,1,6,2,51,4,4,3,1,1,5,0,2.75,0,26.8625
555,0,1,3,7,31,4,3,3,1,1,3,0,4,0,17.598
556,0,1,4,7,35,4,4,3,1,1,3,0,4,0,19.72
557,1,1,4,8,69,5,4,3,1,1,5,0,4,1,35.652
558,0,1,4,7,49,4,2,3,1,1,4,0,4,0,26.005
559,0,1,3,8,43,5,5,3,1,1,4,1,4,1,23.579
560,1,1,5,7,34,4,3,3,1,1,5,0,3.25,0,19.3335
566,0,0,3,8,21,4,4,3,0,1,4,0,4,0,12.721
569,0,1,5,8,34,4,3,2,1,1,4,0,4,1,19.488
570,0,1,2,7,44,5,2,2,1,1,5,0,4,0,23.384
571,1,1,2,8,37,5,4,3,1,1,4,0,4,0,20.486
572,0,1,2,8,50,3,4,3,1,1,3,0,4,0,26.209
573,1,0,6,7,31,3,1,2,1,1,4,0,4,0,17.924
577,0,1,3,8,55,4,3,2,1,1,3,1,4,0,28.696
578,0,1,2,8,31,4,5,1,0,1,2,1,4,1,17.162
579,1,1,6,7,42,4,4,2,1,1,4,0,4,0,23.356
580,0,1,7,7,60,5,5,3,1,1,5,0,4,0,32.031
582,0,1,6,8,54,5,5,2,1,1,5,0,4,0,29.114
585,1,1,6,8,53,5,4,2,1,1,4,1,4,1,28.667
590,1,1,4,8,43,4,4,2,1,1,5,0,4,0,23.538
592,1,1,3,8,39,4,4,3,1,1,4,0,4,0,21.518
593,0,1,1,8,21,4,3,2,1,1,4,1,4,1,12.776
594,1,1,4,8,55,5,2,3,1,1,4,1,4,1,29.062
595,0,1,2,8,44,3,4,3,1,1,4,1,3.5,1,23.485
596,1,1,6,8,51,1,1,1,1,1,3,0,4,0,26.971
597,0,1,5,8,56,4,3,3,1,1,3,0,3.75,0,29.5035
598,1,1,5,7,34,3,1,1,1,1,5,0,4,0,19.124
599,0,1,2,7,38,4,1,3,1,1,4,0,4,0,20.472
601,1,0,5,8,60,5,4,3,1,1,3,0,4,0,31.567
602,0,1,3,8,33,2,1,3,0,1,3,0,4,0,17.797
603,0,1,4,7,22,2,1,2,1,1,3,0,4,0,13.272
604,0,1,1,8,38,1,3,3,1,1,5,0,4,1,20.364
606,0,1,6,8,42,3,2,2,1,1,5,0,4,0,23.174
607,0,1,3,8,53,4,3,2,1,1,4,0,4,1,27.813
608,0,1,6,8,44,4,4,3,1,1,3,0,2.75,0,24.0835
610,0,1,5,8,34,4,3,1,1,1,4,0,4,0,19.392
611,0,1,4,7,55,4,3,2,1,1,3,0,4,0,28.763
612,0,1,3,8,48,4,3,2,1,1,4,0,4,0,25.471
613,0,1,4,7,22,2,2,2,1,1,5,0,4,0,13.43
615,0,1,1,8,23,1,1,3,1,1,4,1,4,1,13.315
616,0,1,2,8,31,4,3,2,1,1,5,0,3.25,0,17.3565
619,1,1,3,8,44,4,3,3,1,1,5,1,4,0,23.807
620,1,1,7,8,78,4,4,2,1,1,4,0,4,1,40.209
624,0,1,2,7,34,4,4,3,1,1,4,0,4,0,18.9
631,0,1,3,8,32,3,1,2,1,1,4,0,4,0,17.867
634,0,1,3,8,32,2,1,1,1,1,3,1,4,1,17.793
635,0,0,3,8,34,4,4,1,1,1,3,0,4,0,19.014
638,1,0,2,8,30,1,1,3,0,1,3,1,3.25,0,16.0425
641,1,1,2,6,39,5,5,3,1,1,5,0,4,1,21.406
645,0,1,4,8,58,3,3,2,1,1,5,1,4,0,30.257
646,0,1,2,8,39,5,4,3,1,1,5,1,3,1,21.294
652,0,1,3,8,50,5,2,3,1,1,5,1,4,1,26.563
